id	iso	url
312	GLP	http://upload.wikimedia.org/wikipedia/commons/7/7d/Flag_of_Guadeloupe_(local)_variant.svg
316	GUM	http://upload.wikimedia.org/wikipedia/commons/0/07/Flag_of_Guam.svg
320	GTM	http://upload.wikimedia.org/wikipedia/commons/e/ec/Flag_of_Guatemala.svg
324	GNB	http://upload.wikimedia.org/wikipedia/commons/e/ed/Flag_of_Guinea.svg
328	GUY	http://upload.wikimedia.org/wikipedia/commons/9/99/Flag_of_Guyana.svg
332	HTI	http://upload.wikimedia.org/wikipedia/commons/5/56/Flag_of_Haiti.svg
334	AUS	http://upload.wikimedia.org/wikipedia/commons/b/b9/Flag_of_Australia.svg
336	VAT	http://upload.wikimedia.org/wikipedia/commons/0/00/Flag_of_the_Vatican_City.svg
340	HND	http://upload.wikimedia.org/wikipedia/commons/8/82/Flag_of_Honduras.svg
344	HKG	http://upload.wikimedia.org/wikipedia/commons/5/5b/Flag_of_Hong_Kong.svg
348	HUN	http://upload.wikimedia.org/wikipedia/commons/c/c1/Flag_of_Hungary.svg
352	ISL	http://upload.wikimedia.org/wikipedia/commons/c/ce/Flag_of_Iceland.svg
356	IND	http://upload.wikimedia.org/wikipedia/commons/4/41/Flag_of_India.svg
360	IDN	http://upload.wikimedia.org/wikipedia/commons/9/9f/Flag_of_Indonesia.svg
364	IRN	http://upload.wikimedia.org/wikipedia/commons/c/ca/Flag_of_Iran.svg
368	IRQ	http://upload.wikimedia.org/wikipedia/commons/f/f6/Flag_of_Iraq.svg
372	IRL	http://upload.wikimedia.org/wikipedia/commons/4/45/Flag_of_Ireland.svg
376	ISR	http://upload.wikimedia.org/wikipedia/commons/d/d4/Flag_of_Israel.svg
380	ITA	http://upload.wikimedia.org/wikipedia/commons/0/03/Flag_of_Italy.svg
384	CIV	"https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_C%C3%B4te_d%27Ivoire.svg"
388	JAM	http://upload.wikimedia.org/wikipedia/commons/0/0a/Flag_of_Jamaica.svg
392	JPN	http://upload.wikimedia.org/wikipedia/commons/9/9e/Flag_of_Japan.svg
398	KAZ	http://upload.wikimedia.org/wikipedia/commons/d/d3/Flag_of_Kazakhstan.svg
400	JOR	http://upload.wikimedia.org/wikipedia/commons/c/c0/Flag_of_Jordan.svg
404	KEN	http://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg
408	PRK	http://upload.wikimedia.org/wikipedia/commons/5/51/Flag_of_North_Korea.svg
410	KOR	http://upload.wikimedia.org/wikipedia/commons/0/09/Flag_of_South_Korea.svg
414	KWT	http://upload.wikimedia.org/wikipedia/commons/a/aa/Flag_of_Kuwait.svg
417	KGZ	http://upload.wikimedia.org/wikipedia/commons/c/c7/Flag_of_Kyrgyzstan.svg
418	LAO	http://upload.wikimedia.org/wikipedia/commons/5/56/Flag_of_Laos.svg
422	LBN	http://upload.wikimedia.org/wikipedia/commons/5/59/Flag_of_Lebanon.svg
426	LSO	http://upload.wikimedia.org/wikipedia/commons/4/4a/Flag_of_Lesotho.svg
428	LVA	http://upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_Latvia.svg
430	LBR	http://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg
434	LYB	http://upload.wikimedia.org/wikipedia/commons/0/05/Flag_of_Libya.svg
438	LIE	http://upload.wikimedia.org/wikipedia/commons/4/47/Flag_of_Liechtenstein.svg
440	LTU	http://upload.wikimedia.org/wikipedia/commons/1/11/Flag_of_Lithuania.svg
442	LUX	http://upload.wikimedia.org/wikipedia/commons/d/da/Flag_of_Luxembourg.svg
446	MAC	http://upload.wikimedia.org/wikipedia/commons/6/63/Flag_of_Macau.svg
450	MDG	http://upload.wikimedia.org/wikipedia/commons/b/bc/Flag_of_Madagascar.svg
454	MWI	http://upload.wikimedia.org/wikipedia/commons/d/d1/Flag_of_Malawi.svg
458	MYS	http://upload.wikimedia.org/wikipedia/commons/6/66/Flag_of_Malaysia.svg
462	MDV	http://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Maldives.svg
466	MLI	http://upload.wikimedia.org/wikipedia/commons/9/92/Flag_of_Mali.svg
470	MLT	http://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Malta.svg
474	MTQ	http://upload.wikimedia.org/wikipedia/commons/5/52/Flag_of_Martinique.svg
478	MRT	http://upload.wikimedia.org/wikipedia/commons/4/43/Flag_of_Mauritania.svg
480	MUS	http://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Mauritius.svg
484	MEX	http://upload.wikimedia.org/wikipedia/commons/f/fc/Flag_of_Mexico.svg
492	MCO	http://upload.wikimedia.org/wikipedia/commons/e/ea/Flag_of_Monaco.svg
496	MNG	http://upload.wikimedia.org/wikipedia/commons/4/4c/Flag_of_Mongolia.svg
498	MDA	http://upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Moldova.svg
499	MNE	http://upload.wikimedia.org/wikipedia/commons/6/64/Flag_of_Montenegro.svg
500	MSR	http://upload.wikimedia.org/wikipedia/commons/d/d0/Flag_of_Montserrat.svg
504	MAR	http://upload.wikimedia.org/wikipedia/commons/2/2c/Flag_of_Morocco.svg
508	MOZ	http://upload.wikimedia.org/wikipedia/commons/d/d0/Flag_of_Mozambique.svg
512	OMN	http://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Oman.svg
516	NAM	http://upload.wikimedia.org/wikipedia/commons/0/00/Flag_of_Namibia.svg
520	NRU	http://upload.wikimedia.org/wikipedia/commons/3/30/Flag_of_Nauru.svg
524	NPL	http://upload.wikimedia.org/wikipedia/commons/9/9b/Flag_of_Nepal.svg
528	NLD	http://upload.wikimedia.org/wikipedia/commons/2/20/Flag_of_the_Netherlands.svg
531	CUW	http://upload.wikimedia.org/wikipedia/commons/b/b1/Flag_of_Curaçao.svg
533	ABW	http://upload.wikimedia.org/wikipedia/commons/f/f6/Flag_of_Aruba.svg
534	SXM	http://upload.wikimedia.org/wikipedia/commons/d/d3/Flag_of_Sint_Maarten.svg
535	BES	http://upload.wikimedia.org/wikipedia/commons/1/1e/Flag_of_Bonaire.svg
540	NCL	http://upload.wikimedia.org/wikipedia/commons/6/66/Flag_of_FLNKS.svg
548	VUT	http://upload.wikimedia.org/wikipedia/commons/b/bc/Flag_of_Vanuatu.svg
554	NZL	http://upload.wikimedia.org/wikipedia/commons/3/3e/Flag_of_New_Zealand.svg
558	NIC	http://upload.wikimedia.org/wikipedia/commons/1/19/Flag_of_Nicaragua.svg
562	NER	http://upload.wikimedia.org/wikipedia/commons/f/f4/Flag_of_Niger.svg
566	NGA	http://upload.wikimedia.org/wikipedia/commons/7/79/Flag_of_Nigeria.svg
570	NIU	http://upload.wikimedia.org/wikipedia/commons/0/01/Flag_of_Niue.svg
574	NFK	http://upload.wikimedia.org/wikipedia/commons/4/48/Flag_of_Norfolk_Island.svg
578	NOR	http://upload.wikimedia.org/wikipedia/commons/d/d9/Flag_of_Norway.svg
580	MNP	http://upload.wikimedia.org/wikipedia/commons/e/e0/Flag_of_the_Northern_Mariana_Islands.svg
581	USA	http://upload.wikimedia.org/wikipedia/commons/a/a4/Flag_of_the_United_States.svg
583	FSM	http://upload.wikimedia.org/wikipedia/commons/e/e4/Flag_of_the_Federated_States_of_Micronesia.svg
584	MHL	http://upload.wikimedia.org/wikipedia/commons/2/2e/Flag_of_the_Marshall_Islands.svg
585	PLW	http://upload.wikimedia.org/wikipedia/commons/4/48/Flag_of_Palau.svg
586	PAK	http://upload.wikimedia.org/wikipedia/commons/3/32/Flag_of_Pakistan.svg
591	PAN	http://upload.wikimedia.org/wikipedia/commons/a/ab/Flag_of_Panama.svg
598	PNG	http://upload.wikimedia.org/wikipedia/commons/e/e3/Flag_of_Papua_New_Guinea.svg
600	PRY	http://upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Paraguay.svg
604	PER	http://upload.wikimedia.org/wikipedia/commons/c/cf/Flag_of_Peru.svg
608	PHL	http://upload.wikimedia.org/wikipedia/commons/9/99/Flag_of_the_Philippines.svg
612	PCN	http://upload.wikimedia.org/wikipedia/commons/8/88/Flag_of_the_Pitcairn_Islands.svg
616	POL	http://upload.wikimedia.org/wikipedia/commons/1/12/Flag_of_Poland.svg
620	PRT	http://upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_Portugal.svg
624	GNB	http://upload.wikimedia.org/wikipedia/commons/0/01/Flag_of_Guinea-Bissau.svg
626	TLS	http://upload.wikimedia.org/wikipedia/commons/2/26/Flag_of_East_Timor.svg
630	PRI	http://upload.wikimedia.org/wikipedia/commons/2/28/Flag_of_Puerto_Rico.svg
634	QAT	http://upload.wikimedia.org/wikipedia/commons/6/65/Flag_of_Qatar.svg
638	REU	http://upload.wikimedia.org/wikipedia/commons/5/5a/Flag_of_Réunion.svg
642	ROU	http://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg
643	RUS	http://upload.wikimedia.org/wikipedia/commons/f/f3/Flag_of_Russia.svg
646	RWA	http://upload.wikimedia.org/wikipedia/commons/1/17/Flag_of_Rwanda.svg
652	BLM	http://upload.wikimedia.org/wikipedia/commons/d/df/Flag_of_Saint_Barthelemy_(local).svg
654	SHN	http://upload.wikimedia.org/wikipedia/commons/0/00/Flag_of_Saint_Helena.svg
659	KNA	http://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Saint_Kitts_and_Nevis.svg
660	AIA	http://upload.wikimedia.org/wikipedia/commons/b/b4/Flag_of_Anguilla.svg
662	LCA	http://upload.wikimedia.org/wikipedia/commons/9/9f/Flag_of_Saint_Lucia.svg
663	FRA	http://upload.wikimedia.org/wikipedia/commons/c/c3/Flag_of_France.svg
666	SPM	http://upload.wikimedia.org/wikipedia/commons/7/74/Flag_of_Saint-Pierre_and_Miquelon.svg
670	VCT	http://upload.wikimedia.org/wikipedia/commons/6/6d/Flag_of_Saint_Vincent_and_the_Grenadines.svg
674	SMR	http://upload.wikimedia.org/wikipedia/commons/b/b1/Flag_of_San_Marino.svg
678	STP	http://upload.wikimedia.org/wikipedia/commons/4/4f/Flag_of_Sao_Tome_and_Principe.svg
682	SAU	http://upload.wikimedia.org/wikipedia/commons/0/0d/Flag_of_Saudi_Arabia.svg
686	SEN	http://upload.wikimedia.org/wikipedia/commons/f/fd/Flag_of_Senegal.svg
688	SRB	http://upload.wikimedia.org/wikipedia/commons/f/ff/Flag_of_Serbia.svg
690	SYC	http://upload.wikimedia.org/wikipedia/commons/f/fc/Flag_of_Seychelles.svg
694	SLE	http://upload.wikimedia.org/wikipedia/commons/1/17/Flag_of_Sierra_Leone.svg
702	SGP	http://upload.wikimedia.org/wikipedia/commons/4/48/Flag_of_Singapore.svg
703	SVK	http://upload.wikimedia.org/wikipedia/commons/e/e6/Flag_of_Slovakia.svg
704	VNM	http://upload.wikimedia.org/wikipedia/commons/2/21/Flag_of_Vietnam.svg
705	SVN	http://upload.wikimedia.org/wikipedia/commons/f/f0/Flag_of_Slovenia.svg
706	SOM	http://upload.wikimedia.org/wikipedia/commons/a/a0/Flag_of_Somalia.svg
710	ZAF	http://upload.wikimedia.org/wikipedia/commons/a/af/Flag_of_South_Africa.svg
716	ZWE	http://upload.wikimedia.org/wikipedia/commons/6/6a/Flag_of_Zimbabwe.svg
724	ESP	http://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Spain.svg
728	SSD	http://upload.wikimedia.org/wikipedia/commons/7/7a/Flag_of_South_Sudan.svg
729	SDN	http://upload.wikimedia.org/wikipedia/commons/0/01/Flag_of_Sudan.svg
732	ARE	http://upload.wikimedia.org/wikipedia/commons/2/26/Flag_of_the_Sahrawi_Arab_Democratic_Republic.svg
740	SUR	http://upload.wikimedia.org/wikipedia/commons/6/60/Flag_of_Suriname.svg
744	NOR	http://upload.wikimedia.org/wikipedia/commons/d/d9/Flag_of_Norway.svg
748	SWZ	http://upload.wikimedia.org/wikipedia/commons/1/1e/Flag_of_Swaziland.svg
752	SWE	http://upload.wikimedia.org/wikipedia/commons/4/4c/Flag_of_Sweden.svg
756	CHE	http://upload.wikimedia.org/wikipedia/commons/f/f3/Flag_of_Switzerland.svg
760	SYR	http://upload.wikimedia.org/wikipedia/commons/5/53/Flag_of_Syria.svg
762	TJK	http://upload.wikimedia.org/wikipedia/commons/d/d0/Flag_of_Tajikistan.svg
764	THA	http://upload.wikimedia.org/wikipedia/commons/a/a9/Flag_of_Thailand.svg
768	TGO	http://upload.wikimedia.org/wikipedia/commons/6/68/Flag_of_Togo.svg
772	TKL	http://upload.wikimedia.org/wikipedia/commons/8/8e/Flag_of_Tokelau.svg
776	TON	http://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Tonga.svg
780	TTO	http://upload.wikimedia.org/wikipedia/commons/6/64/Flag_of_Trinidad_and_Tobago.svg
784	ARE	http://upload.wikimedia.org/wikipedia/commons/c/cb/Flag_of_the_United_Arab_Emirates.svg
788	TUN	http://upload.wikimedia.org/wikipedia/commons/c/ce/Flag_of_Tunisia.svg
792	TUR	http://upload.wikimedia.org/wikipedia/commons/b/b4/Flag_of_Turkey.svg
795	TKM	http://upload.wikimedia.org/wikipedia/commons/1/1b/Flag_of_Turkmenistan.svg
796	TCA	http://upload.wikimedia.org/wikipedia/commons/a/a0/Flag_of_the_Turks_and_Caicos_Islands.svg
798	TUV	http://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tuvalu.svg
800	UGA	http://upload.wikimedia.org/wikipedia/commons/4/4e/Flag_of_Uganda.svg
804	UKR	http://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Ukraine.svg
807	MKD	http://upload.wikimedia.org/wikipedia/commons/f/f8/Flag_of_Macedonia.svg
818	EGY	http://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Egypt.svg
826	GBR	http://upload.wikimedia.org/wikipedia/commons/a/ae/Flag_of_the_United_Kingdom.svg
831	GGY	http://upload.wikimedia.org/wikipedia/commons/f/fa/Flag_of_Guernsey.svg
832	JEY	http://upload.wikimedia.org/wikipedia/commons/1/1c/Flag_of_Jersey.svg
833	IMN	http://upload.wikimedia.org/wikipedia/commons/b/bc/Flag_of_the_Isle_of_Man.svg
834	TZA	http://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tanzania.svg
840	USA	http://upload.wikimedia.org/wikipedia/commons/a/a4/Flag_of_the_United_States.svg
850	VIR	http://upload.wikimedia.org/wikipedia/commons/f/f8/Flag_of_the_United_States_Virgin_Islands.svg
854	BFA	http://upload.wikimedia.org/wikipedia/commons/3/31/Flag_of_Burkina_Faso.svg
858	URY	http://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Uruguay.svg
860	UZB	http://upload.wikimedia.org/wikipedia/commons/8/84/Flag_of_Uzbekistan.svg
862	VEN	http://upload.wikimedia.org/wikipedia/commons/0/06/Flag_of_Venezuela.svg
876	WLF	http://upload.wikimedia.org/wikipedia/commons/d/d2/Flag_of_Wallis_and_Futuna.svg
882	WSM	http://upload.wikimedia.org/wikipedia/commons/3/31/Flag_of_Samoa.svg
887	YEM	http://upload.wikimedia.org/wikipedia/commons/8/89/Flag_of_Yemen.svg
894	ZMB	http://upload.wikimedia.org/wikipedia/commons/0/06/Flag_of_Zambia.svg
